5744408827,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1
5744410027,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1
5744411627,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1
5744413927,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0
5744414527,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1
5744415127,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1
5744416827,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1
5744417427,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0
5744418027,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
5744419727,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1
5744421927,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1
5744422527,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1
5744423127,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1
5744424827,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5744425427,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1
5744426027,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1
5744427727,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0
5744428327,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0
5744429027,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0
